Question ID,Question,Category,Difficulty Level,Tags,Answer,User Rating
1588,What is the DOM in JavaScript?,Frontend Development,Beginner,"Basic Styling, Forms, CSS, Responsive Design",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.4
1589,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Grid, JavaScript, DOM Manipulation, Flexbox",Media queries allow you to apply styles conditionally based on screen size or device type.,4.4
1590,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Basic Styling, Grid","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.6
1591,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Web Accessibility, Grid, HTML","Pseudo-classes define the state of an element, like :hover or :focus.",4.6
1592,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Flexbox, Forms, Web Accessibility, Bootstrap",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.9
1593,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"CSS, Responsive Design",Add a JavaScript click event listener to make a button clickable.,4.9
1594,How do you validate a form using JavaScript?,Frontend Development,Beginner,"HTML, JavaScript, Flexbox",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.6
1595,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Responsive Design, Media Queries",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.6
1596,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"HTML, Flexbox, JavaScript, Forms","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.9
1597,What is the DOM in JavaScript?,Frontend Development,Beginner,"Basic Styling, Grid",You can use document.getElementById('id') to select an element by its ID.,4.5
1598,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Web Accessibility, DOM Manipulation, HTML, Basic Styling","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.2
1599,What is the DOM in JavaScript?,Frontend Development,Beginner,"Grid, Basic Styling, Web Accessibility, DOM Manipulation",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.3
1600,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Flexbox, Grid","The <meta> tag provides metadata about the HTML document, such as character encoding or viewport settings.",4.5
1601,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Basic Styling, Media Queries, Responsive Design",You can use document.getElementById('id') to select an element by its ID.,4.3
1602,What is the DOM in JavaScript?,Frontend Development,Beginner,"DOM Manipulation, Basic Styling",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.4
1603,What are semantic elements in HTML?,Frontend Development,Beginner,"Web Accessibility, Grid",You can use margin: auto along with a defined width to center a div.,4.3
1604,What are semantic elements in HTML?,Frontend Development,Beginner,"Flexbox, JavaScript, CSS, Web Accessibility",You can use margin: auto along with a defined width to center a div.,4.8
1605,How do you validate a form using JavaScript?,Frontend Development,Beginner,"DOM Manipulation, Responsive Design, Media Queries",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.6
1606,How do you apply a background image to a webpage?,Frontend Development,Beginner,"DOM Manipulation, CSS, JavaScript, Grid",Add a JavaScript click event listener to make a button clickable.,4.1
1607,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"HTML, Bootstrap, Grid, Web Accessibility","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.8
1608,What are semantic elements in HTML?,Frontend Development,Beginner,"Flexbox, Responsive Design",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.9
1609,How do you center a div using CSS?,Frontend Development,Beginner,"Forms, Flexbox, Web Accessibility, DOM Manipulation","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",5.0
1610,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"Web Accessibility, Grid",Use the <link> tag within the <head> to include an external CSS file.,4.3
1611,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Basic Styling, Forms, Bootstrap","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.4
1612,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Bootstrap, Basic Styling",Add a JavaScript click event listener to make a button clickable.,4.0
1613,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"HTML, Basic Styling, Media Queries",You can use margin: auto along with a defined width to center a div.,4.9
1614,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"JavaScript, DOM Manipulation, Media Queries",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.1
1615,What is the DOM in JavaScript?,Frontend Development,Beginner,"Forms, Responsive Design","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.2
1616,What is the DOM in JavaScript?,Frontend Development,Beginner,"Forms, CSS, Grid, Basic Styling",You can use margin: auto along with a defined width to center a div.,4.8
1617,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Basic Styling, Grid, HTML","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.2
1618,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Forms, Grid",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.2
1619,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Bootstrap, DOM Manipulation",Add a JavaScript click event listener to make a button clickable.,4.9
1620,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Flexbox, Forms",Use the <link> tag within the <head> to include an external CSS file.,4.9
1621,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"JavaScript, HTML, Basic Styling",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.4
1622,What are media queries in CSS?,Frontend Development,Beginner,"JavaScript, Responsive Design, Web Accessibility",You can use margin: auto along with a defined width to center a div.,4.7
1623,What are CSS pseudo-classes?,Frontend Development,Beginner,"CSS, Web Accessibility",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.7
1624,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Basic Styling, DOM Manipulation, Media Queries, Forms","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.2
1625,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"DOM Manipulation, Basic Styling, HTML","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.3
1626,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Flexbox, Forms, Web Accessibility, Responsive Design",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.1
1627,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"JavaScript, CSS, Media Queries, Responsive Design",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.8
1628,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Web Accessibility, Bootstrap, Responsive Design, DOM Manipulation","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.0
1629,How do you center a div using CSS?,Frontend Development,Beginner,"DOM Manipulation, Bootstrap, Flexbox, Responsive Design",You can use margin: auto along with a defined width to center a div.,4.8
1630,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Bootstrap, Media Queries",Use the <link> tag within the <head> to include an external CSS file.,4.2
1631,What are media queries in CSS?,Frontend Development,Beginner,"CSS, Responsive Design",Use the <link> tag within the <head> to include an external CSS file.,4.3
1632,What are semantic elements in HTML?,Frontend Development,Beginner,"Basic Styling, Forms","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.7
1633,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"CSS, Forms, Flexbox",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.6
1634,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Flexbox, DOM Manipulation, Basic Styling",You can use document.getElementById('id') to select an element by its ID.,4.3
1635,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"JavaScript, Responsive Design",Media queries allow you to apply styles conditionally based on screen size or device type.,5.0
1636,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"HTML, Forms, Responsive Design, JavaScript","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.9
1637,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Bootstrap, HTML, DOM Manipulation","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.4
1638,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Forms, CSS","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.8
1639,How do you center a div using CSS?,Frontend Development,Beginner,"Forms, CSS, JavaScript, Basic Styling",You can use margin: auto along with a defined width to center a div.,4.6
1640,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Media Queries, Forms",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.5
1641,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Responsive Design, Basic Styling, Media Queries, CSS",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.8
1642,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"CSS, Grid, Media Queries, JavaScript","Pseudo-classes define the state of an element, like :hover or :focus.",4.2
1643,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Web Accessibility, Forms, Responsive Design, Flexbox",You can use margin: auto along with a defined width to center a div.,4.7
1644,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"JavaScript, HTML",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.8
1645,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"CSS, Responsive Design, Web Accessibility, JavaScript",You can use document.getElementById('id') to select an element by its ID.,4.4
1646,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"Media Queries, Forms, Bootstrap, JavaScript",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.1
1647,What are semantic elements in HTML?,Frontend Development,Beginner,"Forms, JavaScript",Media queries allow you to apply styles conditionally based on screen size or device type.,4.8
1648,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Flexbox, Bootstrap",Add a JavaScript click event listener to make a button clickable.,4.5
1649,What are media queries in CSS?,Frontend Development,Beginner,"HTML, Flexbox",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.1
1650,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Responsive Design, Basic Styling","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.2
1651,What are semantic elements in HTML?,Frontend Development,Beginner,"CSS, Media Queries, Forms","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.4
1652,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"Web Accessibility, Responsive Design, JavaScript, HTML","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.3
1653,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"HTML, CSS, Responsive Design, Forms","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.3
1654,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"CSS, Responsive Design",You can use document.getElementById('id') to select an element by its ID.,4.4
1655,What is the DOM in JavaScript?,Frontend Development,Beginner,"Web Accessibility, Basic Styling",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.2
1656,How do you validate a form using JavaScript?,Frontend Development,Beginner,"Media Queries, DOM Manipulation, Forms",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.6
1657,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Forms, Grid, HTML",Add a JavaScript click event listener to make a button clickable.,4.8
1658,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"DOM Manipulation, Basic Styling",Media queries allow you to apply styles conditionally based on screen size or device type.,4.6
1659,How do you apply a background image to a webpage?,Frontend Development,Beginner,"Forms, CSS, Flexbox","Pseudo-classes define the state of an element, like :hover or :focus.",4.0
1660,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"Basic Styling, Grid",You can use margin: auto along with a defined width to center a div.,4.7
1661,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"DOM Manipulation, Forms",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.7
1662,What are semantic elements in HTML?,Frontend Development,Beginner,"CSS, HTML","The <meta> tag provides metadata about the HTML document, such as character encoding or viewport settings.",4.7
1663,How do you center a div using CSS?,Frontend Development,Beginner,"CSS, Forms, DOM Manipulation, JavaScript",You can use margin: auto along with a defined width to center a div.,4.3
1664,How do you center a div using CSS?,Frontend Development,Beginner,"CSS, Basic Styling",Media queries allow you to apply styles conditionally based on screen size or device type.,4.8
1665,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Media Queries, Forms, Basic Styling, DOM Manipulation","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.4
1666,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Responsive Design, Flexbox, Bootstrap","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.9
1667,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Grid, Basic Styling, Web Accessibility, CSS","The <meta> tag provides metadata about the HTML document, such as character encoding or viewport settings.",4.7
1668,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Web Accessibility, JavaScript","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.4
1669,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"JavaScript, Forms",Add a JavaScript click event listener to make a button clickable.,4.0
1670,What are CSS pseudo-classes?,Frontend Development,Beginner,"Media Queries, Flexbox, Web Accessibility",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.6
1671,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Bootstrap, Responsive Design, CSS",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.8
1672,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Web Accessibility, Media Queries, Grid",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.6
1673,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Grid, Responsive Design",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.4
1674,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"DOM Manipulation, HTML, Flexbox","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.2
1675,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Web Accessibility, DOM Manipulation","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.5
1676,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Responsive Design, CSS","Padding is the space inside an element's border, while margin is the space outside it.",4.8
1677,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"CSS, JavaScript, Basic Styling","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.9
1678,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Bootstrap, DOM Manipulation","Padding is the space inside an element's border, while margin is the space outside it.",4.7
1679,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Flexbox, Web Accessibility, Grid","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.6
1680,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Flexbox, Media Queries",Use the <link> tag within the <head> to include an external CSS file.,5.0
1681,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"Bootstrap, HTML","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.8
1682,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"CSS, Responsive Design, DOM Manipulation, Media Queries",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.9
1683,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Responsive Design, Basic Styling, CSS","Padding is the space inside an element's border, while margin is the space outside it.",4.9
1684,How do you validate a form using JavaScript?,Frontend Development,Beginner,"HTML, Media Queries",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.5
1685,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Basic Styling, Web Accessibility, Media Queries, Responsive Design",Media queries allow you to apply styles conditionally based on screen size or device type.,4.3
1686,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"JavaScript, Bootstrap",Media queries allow you to apply styles conditionally based on screen size or device type.,4.3
1687,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Grid, DOM Manipulation",Add a JavaScript click event listener to make a button clickable.,4.0
1688,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"Basic Styling, Grid, Flexbox, CSS","Pseudo-classes define the state of an element, like :hover or :focus.",4.1
1689,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"JavaScript, Web Accessibility",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.6
1690,How do you apply a background image to a webpage?,Frontend Development,Beginner,"Responsive Design, Bootstrap, Basic Styling, JavaScript",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.4
1691,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"HTML, Flexbox, Grid, Forms",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.1
1692,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Bootstrap, DOM Manipulation",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.5
1693,What are CSS pseudo-classes?,Frontend Development,Beginner,"Basic Styling, Web Accessibility, Bootstrap",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.0
1694,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"JavaScript, Forms",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.6
1695,What are CSS pseudo-classes?,Frontend Development,Beginner,"Forms, Bootstrap",Media queries allow you to apply styles conditionally based on screen size or device type.,4.0
1696,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"CSS, Media Queries",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.3
1697,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Bootstrap, Flexbox",Media queries allow you to apply styles conditionally based on screen size or device type.,5.0
1698,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Bootstrap, Media Queries, Responsive Design, Forms","The <meta> tag provides metadata about the HTML document, such as character encoding or viewport settings.",4.0
1699,What are semantic elements in HTML?,Frontend Development,Beginner,"Bootstrap, Flexbox",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.7
1700,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"JavaScript, Media Queries","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.1
1701,How do you apply a background image to a webpage?,Frontend Development,Beginner,"Flexbox, Web Accessibility, Responsive Design",Media queries allow you to apply styles conditionally based on screen size or device type.,4.9
1702,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"Flexbox, Responsive Design, JavaScript","Padding is the space inside an element's border, while margin is the space outside it.",4.1
1703,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Web Accessibility, Forms, Basic Styling",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.7
1704,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Media Queries, JavaScript, Forms, CSS",Use JavaScript functions like onsubmit or addEventListener to validate form input.,5.0
1705,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Forms, CSS, Grid",The DOM is the Document Object Model that represents the HTML structure as an object tree.,5.0
1706,What are CSS pseudo-classes?,Frontend Development,Beginner,"Basic Styling, HTML",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.7
1707,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"CSS, Responsive Design, Basic Styling",Flexbox is a CSS layout module for aligning and distributing items within a container.,5.0
1708,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"DOM Manipulation, Forms",Use the <link> tag within the <head> to include an external CSS file.,4.0
1709,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Forms, Bootstrap",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.9
1710,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"Web Accessibility, Responsive Design, Bootstrap",You can use document.getElementById('id') to select an element by its ID.,4.2
1711,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Forms, Media Queries",Add a JavaScript click event listener to make a button clickable.,4.4
1712,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"JavaScript, DOM Manipulation, Grid, CSS",You can use margin: auto along with a defined width to center a div.,4.5
1713,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"JavaScript, HTML, Responsive Design, Media Queries",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.5
1714,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Forms, Web Accessibility",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,5.0
1715,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"JavaScript, HTML","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.9
1716,What is the DOM in JavaScript?,Frontend Development,Beginner,"Forms, Grid, Media Queries, JavaScript",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.6
1717,What are media queries in CSS?,Frontend Development,Beginner,"CSS, Responsive Design",You can use document.getElementById('id') to select an element by its ID.,4.4
1718,How do you apply a background image to a webpage?,Frontend Development,Beginner,"Bootstrap, Responsive Design","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.7
1719,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Forms, CSS, DOM Manipulation, Basic Styling",You can use document.getElementById('id') to select an element by its ID.,4.2
1720,How do you apply a background image to a webpage?,Frontend Development,Beginner,"Forms, Grid, JavaScript","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.5
1721,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Grid, Forms, Responsive Design, HTML","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.2
1722,What are media queries in CSS?,Frontend Development,Beginner,"Flexbox, DOM Manipulation",Use the <link> tag within the <head> to include an external CSS file.,4.2
1723,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Bootstrap, JavaScript, Forms",Add a JavaScript click event listener to make a button clickable.,4.9
1724,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Forms, Grid, JavaScript, Responsive Design",Use the <link> tag within the <head> to include an external CSS file.,4.4
1725,What are media queries in CSS?,Frontend Development,Beginner,"DOM Manipulation, CSS, Bootstrap, Web Accessibility",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.4
1726,What are CSS pseudo-classes?,Frontend Development,Beginner,"CSS, JavaScript","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.4
1727,How do you validate a form using JavaScript?,Frontend Development,Beginner,"Web Accessibility, Bootstrap",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.0
1728,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Basic Styling, Bootstrap",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.6
1729,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Basic Styling, Web Accessibility, Bootstrap, Media Queries",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.9
1730,How do you apply a background image to a webpage?,Frontend Development,Beginner,"Basic Styling, Responsive Design, Media Queries",Media queries allow you to apply styles conditionally based on screen size or device type.,4.1
1731,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Web Accessibility, DOM Manipulation, Responsive Design, Bootstrap",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.7
1732,How do you apply a background image to a webpage?,Frontend Development,Beginner,"CSS, Bootstrap, Flexbox",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.8
1733,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"JavaScript, Basic Styling",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.5
1734,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"JavaScript, Media Queries","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.3
1735,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"DOM Manipulation, Web Accessibility, Media Queries","Padding is the space inside an element's border, while margin is the space outside it.",4.2
1736,How do you center a div using CSS?,Frontend Development,Beginner,"CSS, Forms",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.7
1737,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Web Accessibility, Flexbox","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.1
1738,What are CSS pseudo-classes?,Frontend Development,Beginner,"Grid, DOM Manipulation, Bootstrap",Use the <link> tag within the <head> to include an external CSS file.,4.1
1739,What are semantic elements in HTML?,Frontend Development,Beginner,"Basic Styling, Bootstrap",You can use margin: auto along with a defined width to center a div.,4.0
1740,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"Basic Styling, CSS, HTML",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.5
1741,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Web Accessibility, JavaScript, Basic Styling",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.9
1742,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Forms, HTML, Grid",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.9
1743,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"DOM Manipulation, Responsive Design, Flexbox, Forms",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.6
1744,How do you validate a form using JavaScript?,Frontend Development,Beginner,"Basic Styling, HTML, Web Accessibility, Flexbox",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.3
1745,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"HTML, CSS","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.2
1746,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Grid, Flexbox, Bootstrap, Forms",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.4
1747,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Responsive Design, DOM Manipulation, Forms","The <meta> tag provides metadata about the HTML document, such as character encoding or viewport settings.",4.3
1748,How do you validate a form using JavaScript?,Frontend Development,Beginner,"Forms, Media Queries",You can use margin: auto along with a defined width to center a div.,4.8
1749,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Flexbox, CSS, Grid, Basic Styling",Media queries allow you to apply styles conditionally based on screen size or device type.,4.3
1750,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"JavaScript, Responsive Design, Web Accessibility",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.6
1751,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"JavaScript, Flexbox, Responsive Design",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.3
1752,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Grid, DOM Manipulation, Web Accessibility","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.8
1753,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"CSS, Forms, JavaScript",Add a JavaScript click event listener to make a button clickable.,4.8
1754,What are CSS pseudo-classes?,Frontend Development,Beginner,"JavaScript, Bootstrap, Responsive Design",Use the <link> tag within the <head> to include an external CSS file.,4.1
1755,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"CSS, Flexbox, Basic Styling, JavaScript",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.1
1756,What are CSS pseudo-classes?,Frontend Development,Beginner,"Basic Styling, CSS",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.2
1757,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"DOM Manipulation, Media Queries, Bootstrap",You can use margin: auto along with a defined width to center a div.,4.6
